"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Cocaine"	"T40.5"	77	915481	8.4
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Cannabis (derivatives)"	"T40.7"	18	915481	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Benzodiazepines"	"T42.4"	32	915481	3.5
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	18	915481	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified antidepressants"	"T43.2"	14	915481	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	13	915481	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Psychostimulants with abuse potential"	"T43.6"	155	915481	16.9
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	199	915481	21.7
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Ethanol"	"T51.0"	89	915481	9.7
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Alcohol, unspecified"	"T51.9"	24	915481	2.6
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Hypothermia"	"T68"	11	915481	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Asphyxiation"	"T71"	94	915481	10.3
	"Colorado"	"08"	"2022 "	"2022"	"25-34 years"	"25-34"	"Drowning and nonfatal submersion"	"T75.1"	21	915481	2.3
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of head, part unspecified"	"S01.9"	111	847768	13.1
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Traumatic subdural haemorrhage"	"S06.5"	12	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Intracranial injury, unspecified"	"S06.9"	10	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified injury of head"	"S09.9"	53	847768	6.3
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of neck, part unspecified"	"S11.9"	13	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of thorax, part unspecified"	"S21.9"	21	847768	2.5
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Multiple open wounds, unspecified"	"T01.9"	27	847768	3.2
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified multiple injuries"	"T07"	76	847768	9.0
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of trunk, level unspecified"	"T09.1"	13	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Unspecified injury of trunk, level unspecified"	"T09.9"	11	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Open wound of unspecified body region"	"T14.1"	105	847768	12.4
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Injury, unspecified"	"T14.9"	39	847768	4.6
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	11	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Heroin"	"T40.1"	21	847768	2.5
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other opioids"	"T40.2"	49	847768	5.8
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Methadone"	"T40.3"	16	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other synthetic narcotics"	"T40.4"	271	847768	32.0
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Cocaine"	"T40.5"	65	847768	7.7
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Cannabis (derivatives)"	"T40.7"	18	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Benzodiazepines"	"T42.4"	31	847768	3.7
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	31	847768	3.7
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	10	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified antidepressants"	"T43.2"	20	847768	2.4
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	15	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Psychostimulants with abuse potential"	"T43.6"	235	847768	27.7
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Antiallergic and antiemetic drugs"	"T45.0"	19	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	12	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	245	847768	28.9
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Ethanol"	"T51.0"	90	847768	10.6
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Alcohol, unspecified"	"T51.9"	39	847768	4.6
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Toxic effect of carbon monoxide"	"T58"	12	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Hypothermia"	"T68"	13	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Asphyxiation"	"T71"	96	847768	11.3
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Drowning and nonfatal submersion"	"T75.1"	15	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"35-44 years"	"35-44"	"Sequelae of injuries, not specified by body region"	"T94.1"	10	847768	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of lip and oral cavity"	"S01.5"	15	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of head, part unspecified"	"S01.9"	85	709151	12.0
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Intracranial injury, unspecified"	"S06.9"	10	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified injury of head"	"S09.9"	53	709151	7.5
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified injury of neck"	"S19.9"	17	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of thorax, part unspecified"	"S21.9"	16	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Multiple open wounds, unspecified"	"T01.9"	14	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified multiple injuries"	"T07"	71	709151	10.0
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Unspecified injury of trunk, level unspecified"	"T09.9"	19	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Open wound of unspecified body region"	"T14.1"	83	709151	11.7
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Injury, unspecified"	"T14.9"	31	709151	4.4
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	23	709151	3.2
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other opioids"	"T40.2"	46	709151	6.5
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other synthetic narcotics"	"T40.4"	127	709151	17.9
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Cocaine"	"T40.5"	48	709151	6.8
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Benzodiazepines"	"T42.4"	25	709151	3.5
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	22	709151	3.1
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified antidepressants"	"T43.2"	21	709151	3.0
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	13	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Psychostimulants with abuse potential"	"T43.6"	170	709151	24.0
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	151	709151	21.3
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Ethanol"	"T51.0"	69	709151	9.7
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Alcohol, unspecified"	"T51.9"	30	709151	4.2
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Hypothermia"	"T68"	16	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Effect of reduced temperature, unspecified"	"T69.9"	11	709151	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"45-54 years"	"45-54"	"Asphyxiation"	"T71"	76	709151	10.7
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Open wound of head, part unspecified"	"S01.9"	90	683856	13.2
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Traumatic subdural haemorrhage"	"S06.5"	23	683856	3.4
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Intracranial injury, unspecified"	"S06.9"	25	683856	3.7
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified injury of head"	"S09.9"	71	683856	10.4
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified injury of neck"	"S19.9"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Open wound of thorax, part unspecified"	"S21.9"	18	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Fracture of rib"	"S22.3"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Multiple open wounds, unspecified"	"T01.9"	11	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified multiple injuries"	"T07"	80	683856	11.7
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Unspecified injury of trunk, level unspecified"	"T09.9"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Open wound of unspecified body region"	"T14.1"	69	683856	10.1
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Injury, unspecified"	"T14.9"	52	683856	7.6
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	56	683856	8.2
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Heroin"	"T40.1"	13	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other opioids"	"T40.2"	47	683856	6.9
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Methadone"	"T40.3"	15	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other synthetic narcotics"	"T40.4"	118	683856	17.3
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Cocaine"	"T40.5"	46	683856	6.7
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	17	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	25	683856	3.7
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified antidepressants"	"T43.2"	23	683856	3.4
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	11	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	170	683856	24.9
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Antiallergic and antiemetic drugs"	"T45.0"	16	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	163	683856	23.8
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	57	683856	8.3
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Alcohol, unspecified"	"T51.9"	29	683856	4.2
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Toxic effect of carbon monoxide"	"T58"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	29	683856	4.2
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Effect of reduced temperature, unspecified"	"T69.9"	19	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	51	683856	7.5
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	12	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Sequelae of intracranial injury"	"T90.5"	17	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"55-64 years"	"55-64"	"Sequelae of injury of spinal cord"	"T91.3"	10	683856	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	64	560039	11.4
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	42	560039	7.5
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Traumatic subarachnoid haemorrhage"	"S06.6"	14	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	11	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	31	560039	5.5
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	60	560039	10.7
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified injury of neck"	"S19.9"	11	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	10	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of rib"	"S22.3"	23	560039	4.1
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified injury of thorax"	"S29.9"	17	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of lumbar vertebra"	"S32.0"	10	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	34	560039	6.1
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Fracture of femur, part unspecified"	"S72.9"	12	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	45	560039	8.0
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	44	560039	7.9
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	57	560039	10.2
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	88	560039	15.7
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other opioids"	"T40.2"	25	560039	4.5
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other synthetic narcotics"	"T40.4"	35	560039	6.2
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Cocaine"	"T40.5"	15	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Psychostimulants with abuse potential"	"T43.6"	46	560039	8.2
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	56	560039	10.0
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Ethanol"	"T51.0"	12	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Alcohol, unspecified"	"T51.9"	19	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Toxic effect of carbon monoxide"	"T58"	10	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	10	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Hypothermia"	"T68"	14	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Effect of reduced temperature, unspecified"	"T69.9"	11	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	28	560039	5.0
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	19	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other complications of procedures, not elsewhere classified"	"T81.8"	11	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	17	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Bone-marrow transplant rejection"	"T86.0"	15	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Sequelae of intracranial injury"	"T90.5"	15	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"65-74 years"	"65-74"	"Sequelae of complications of surgical and medical care, not elsewhere classified"	"T98.3"	16	560039	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	37	264472	14.0
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	86	264472	32.5
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Traumatic subarachnoid haemorrhage"	"S06.6"	25	264472	9.5
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	21	264472	7.9
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	34	264472	12.9
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	69	264472	26.1
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of neck, part unspecified"	"S12.9"	12	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of neck"	"S19.9"	14	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of rib"	"S22.3"	34	264472	12.9
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Multiple fractures of ribs"	"S22.4"	16	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of thorax"	"S29.9"	11	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of lumbar vertebra"	"S32.0"	15	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of pubis"	"S32.5"	10	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	16	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of shaft of humerus"	"S42.3"	18	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	117	264472	44.2
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	52	264472	19.7
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	29	264472	11.0
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of spine, level unspecified"	"T08"	12	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Injury of spinal cord, level unspecified"	"T09.3"	10	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Unspecified injury of trunk, level unspecified"	"T09.9"	16	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	29	264472	11.0
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Fracture of unspecified body region"	"T14.2"	13	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	101	264472	38.2
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	115	264472	43.5
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Hypothermia"	"T68"	11	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Asphyxiation"	"T71"	12	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Drowning and nonfatal submersion"	"T75.1"	10	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Infection following a procedure, not elsewhere classified"	"T81.4"	12	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	14	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Sequelae of intracranial injury"	"T90.5"	15	264472	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"75-84 years"	"75-84"	"Sequelae of injuries, not specified by body region"	"T94.1"	20	264472	7.6
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	22	89527	24.6
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	114	89527	127.3
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Traumatic subarachnoid haemorrhage"	"S06.6"	38	89527	42.4
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	17	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Intracranial injury, unspecified"	"S06.9"	14	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	82	89527	91.6
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of second cervical vertebra"	"S12.1"	11	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of neck, part unspecified"	"S12.9"	14	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified injury of neck"	"S19.9"	12	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of thoracic vertebra"	"S22.0"	14	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of rib"	"S22.3"	62	89527	69.3
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Multiple fractures of ribs"	"S22.4"	24	89527	26.8
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Traumatic pneumothorax"	"S27.0"	10	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of lumbar vertebra"	"S32.0"	12	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of sacrum"	"S32.1"	14	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of pubis"	"S32.5"	20	89527	22.3
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	36	89527	40.2
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of shaft of humerus"	"S42.3"	25	89527	27.9
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	301	89527	336.2
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Pertrochanteric fracture"	"S72.1"	29	89527	32.4
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	127	89527	141.9
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Unspecified multiple injuries"	"T07"	34	89527	38.0
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of spine, level unspecified"	"T08"	13	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	24	89527	26.8
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Fracture of unspecified body region"	"T14.2"	17	89527	Unreliable
	"Colorado"	"08"	"2022 "	"2022"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	165	89527	184.3
