"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Intravenous anaesthetics"	"T41.1"	24	4786635	0.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Benzodiazepines"	"T42.4"	116	4786635	2.4
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	59	4786635	1.2
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	12	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	28	4786635	0.6
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other and unspecified antidepressants"	"T43.2"	92	4786635	1.9
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	53	4786635	1.1
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Psychostimulants with abuse potential"	"T43.6"	919	4786635	19.2
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Beta-adrenoreceptor antagonists, not elsewhere classified"	"T44.7"	11	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Antiallergic and antiemetic drugs"	"T45.0"	58	4786635	1.2
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	24	4786635	0.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	741	4786635	15.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Ethanol"	"T51.0"	177	4786635	3.7
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Alcohol, unspecified"	"T51.9"	128	4786635	2.7
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Toxic effect of carbon monoxide"	"T58"	27	4786635	0.6
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other specified gases, fumes and vapours"	"T59.8"	31	4786635	0.6
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Gases, fumes and vapours, unspecified"	"T59.9"	20	4786635	0.4
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Effect of heat and light, unspecified"	"T67.9"	10	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Hypothermia"	"T68"	30	4786635	0.6
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Effect of reduced temperature, unspecified"	"T69.9"	16	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Asphyxiation"	"T71"	283	4786635	5.9
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Drowning and nonfatal submersion"	"T75.1"	86	4786635	1.8
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other specified effects of external causes"	"T75.8"	11	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Traumatic shock"	"T79.4"	21	4786635	0.4
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Infection following a procedure, not elsewhere classified"	"T81.4"	21	4786635	0.4
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Vascular complications following a procedure, not elsewhere classified"	"T81.7"	22	4786635	0.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other complications of procedures, not elsewhere classified"	"T81.8"	17	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"	"T82.7"	15	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	25	4786635	0.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Bone-marrow transplant rejection"	"T86.0"	32	4786635	0.7
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Sequelae of intracranial injury"	"T90.5"	13	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Sequelae of unspecified injury of head"	"T90.9"	15	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Sequelae of injury of spinal cord"	"T91.3"	22	4786635	0.5
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Sequelae of injuries, not specified by body region"	"T94.1"	28	4786635	0.6
	"California"	"06"	"2019"	"2019"	"55-64 years"	"55-64"	"Sequelae of complications of surgical and medical care, not elsewhere classified"	"T98.3"	14	4786635	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of lip and oral cavity"	"S01.5"	12	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of head, part unspecified"	"S01.9"	204	3386670	6.0
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Diffuse brain injury"	"S06.2"	12	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Traumatic subdural haemorrhage"	"S06.5"	144	3386670	4.3
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Traumatic subarachnoid haemorrhage"	"S06.6"	30	3386670	0.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other intracranial injuries"	"S06.8"	67	3386670	2.0
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Intracranial injury, unspecified"	"S06.9"	81	3386670	2.4
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of head"	"S09.9"	293	3386670	8.7
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of neck, part unspecified"	"S11.9"	12	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of neck, part unspecified"	"S12.9"	25	3386670	0.7
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of neck"	"S19.9"	42	3386670	1.2
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of thorax, part unspecified"	"S21.9"	28	3386670	0.8
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of rib"	"S22.3"	13	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Multiple injuries of thorax"	"S29.7"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of thorax"	"S29.9"	52	3386670	1.5
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Injury of kidney"	"S37.0"	63	3386670	1.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	16	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of shaft of humerus"	"S42.3"	11	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of neck of femur"	"S72.0"	49	3386670	1.4
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Fracture of femur, part unspecified"	"S72.9"	39	3386670	1.2
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Multiple open wounds, unspecified"	"T01.9"	12	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified multiple injuries"	"T07"	248	3386670	7.3
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Injury of spinal cord, level unspecified"	"T09.3"	20	3386670	0.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Unspecified injury of trunk, level unspecified"	"T09.9"	36	3386670	1.1
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Superficial injury of unspecified body region"	"T14.0"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Open wound of unspecified body region"	"T14.1"	171	3386670	5.0
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Injury, unspecified"	"T14.9"	237	3386670	7.0
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	253	3386670	7.5
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Burn of unspecified body region, unspecified degree"	"T30.0"	44	3386670	1.3
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"4-Aminophenol derivatives"	"T39.1"	17	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Heroin"	"T40.1"	65	3386670	1.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other opioids"	"T40.2"	118	3386670	3.5
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Methadone"	"T40.3"	32	3386670	0.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other synthetic narcotics"	"T40.4"	65	3386670	1.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Cocaine"	"T40.5"	88	3386670	2.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Benzodiazepines"	"T42.4"	44	3386670	1.3
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	35	3386670	1.0
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other and unspecified antidepressants"	"T43.2"	41	3386670	1.2
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	15	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Psychostimulants with abuse potential"	"T43.6"	245	3386670	7.2
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Antiallergic and antiemetic drugs"	"T45.0"	25	3386670	0.7
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	277	3386670	8.2
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Ethanol"	"T51.0"	47	3386670	1.4
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Alcohol, unspecified"	"T51.9"	49	3386670	1.4
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other specified gases, fumes and vapours"	"T59.8"	14	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Gases, fumes and vapours, unspecified"	"T59.9"	18	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Hypothermia"	"T68"	21	3386670	0.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Asphyxiation"	"T71"	130	3386670	3.8
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Drowning and nonfatal submersion"	"T75.1"	81	3386670	2.4
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other specified effects of external causes"	"T75.8"	15	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Traumatic shock"	"T79.4"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Haemorrhage and haematoma complicating a procedure, not elsewhere classified"	"T81.0"	21	3386670	0.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Infection following a procedure, not elsewhere classified"	"T81.4"	19	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Vascular complications following a procedure, not elsewhere classified"	"T81.7"	19	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other complications of procedures, not elsewhere classified"	"T81.8"	30	3386670	0.9
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"	"T82.7"	24	3386670	0.7
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	36	3386670	1.1
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Bone-marrow transplant rejection"	"T86.0"	17	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Failure and rejection of other transplanted organs and tissues"	"T86.8"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Sequelae of intracranial injury"	"T90.5"	17	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Sequelae of unspecified injury of head"	"T90.9"	10	3386670	Unreliable
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Sequelae of injury of spinal cord"	"T91.3"	22	3386670	0.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Sequelae of injuries, not specified by body region"	"T94.1"	20	3386670	0.6
	"California"	"06"	"2019"	"2019"	"65-74 years"	"65-74"	"Sequelae of complications of surgical and medical care, not elsewhere classified"	"T98.3"	30	3386670	0.9
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of lip and oral cavity"	"S01.5"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of head, part unspecified"	"S01.9"	165	1701599	9.7
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	17	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Diffuse brain injury"	"S06.2"	22	1701599	1.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Traumatic subdural haemorrhage"	"S06.5"	261	1701599	15.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Traumatic subarachnoid haemorrhage"	"S06.6"	35	1701599	2.1
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other intracranial injuries"	"S06.8"	106	1701599	6.2
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Intracranial injury, unspecified"	"S06.9"	64	1701599	3.8
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of head"	"S09.9"	349	1701599	20.5
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of neck, part unspecified"	"S12.9"	40	1701599	2.4
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other and unspecified injuries of cervical spinal cord"	"S14.1"	12	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of neck"	"S19.9"	51	1701599	3.0
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of thorax, part unspecified"	"S21.9"	27	1701599	1.6
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of rib"	"S22.3"	28	1701599	1.6
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Multiple fractures of ribs"	"S22.4"	12	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of thorax"	"S29.9"	41	1701599	2.4
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of lumbar vertebra"	"S32.0"	13	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	18	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Injury of kidney"	"S37.0"	74	1701599	4.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of abdomen, lower back and pelvis"	"S39.9"	12	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of shaft of humerus"	"S42.3"	12	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of neck of femur"	"S72.0"	166	1701599	9.8
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Pertrochanteric fracture"	"S72.1"	10	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of femur, part unspecified"	"S72.9"	58	1701599	3.4
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of hip and thigh"	"S79.9"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Multiple open wounds, unspecified"	"T01.9"	14	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified multiple injuries"	"T07"	144	1701599	8.5
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of spine, level unspecified"	"T08"	19	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Injury of spinal cord, level unspecified"	"T09.3"	14	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Unspecified injury of trunk, level unspecified"	"T09.9"	22	1701599	1.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of lower limb, level unspecified"	"T13.1"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Superficial injury of unspecified body region"	"T14.0"	15	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Open wound of unspecified body region"	"T14.1"	126	1701599	7.4
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Fracture of unspecified body region"	"T14.2"	12	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Injury, unspecified"	"T14.9"	221	1701599	13.0
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Foreign body in other and multiple parts of respiratory tract"	"T17.8"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	324	1701599	19.0
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Burn of unspecified body region, unspecified degree"	"T30.0"	22	1701599	1.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other opioids"	"T40.2"	27	1701599	1.6
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Psychostimulants with abuse potential"	"T43.6"	15	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	43	1701599	2.5
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Alcohol, unspecified"	"T51.9"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other specified gases, fumes and vapours"	"T59.8"	13	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Hypothermia"	"T68"	13	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Asphyxiation"	"T71"	60	1701599	3.5
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Drowning and nonfatal submersion"	"T75.1"	42	1701599	2.5
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Traumatic shock"	"T79.4"	15	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Haemorrhage and haematoma complicating a procedure, not elsewhere classified"	"T81.0"	15	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Infection following a procedure, not elsewhere classified"	"T81.4"	32	1701599	1.9
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Vascular complications following a procedure, not elsewhere classified"	"T81.7"	15	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other complications of procedures, not elsewhere classified"	"T81.8"	30	1701599	1.8
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"	"T82.7"	22	1701599	1.3
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	50	1701599	2.9
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Sequelae of injury of spinal cord"	"T91.3"	11	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Sequelae of injuries, not specified by body region"	"T94.1"	14	1701599	Unreliable
	"California"	"06"	"2019"	"2019"	"75-84 years"	"75-84"	"Sequelae of complications of surgical and medical care, not elsewhere classified"	"T98.3"	25	1701599	1.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Open wound of head, part unspecified"	"S01.9"	91	749846	12.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of skull and facial bones, part unspecified"	"S02.9"	14	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Diffuse brain injury"	"S06.2"	27	749846	3.6
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Traumatic subdural haemorrhage"	"S06.5"	328	749846	43.7
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Traumatic subarachnoid haemorrhage"	"S06.6"	71	749846	9.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Other intracranial injuries"	"S06.8"	112	749846	14.9
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Intracranial injury, unspecified"	"S06.9"	69	749846	9.2
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of head"	"S09.9"	369	749846	49.2
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of neck, part unspecified"	"S12.9"	77	749846	10.3
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of neck"	"S19.9"	56	749846	7.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of thoracic vertebra"	"S22.0"	10	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of rib"	"S22.3"	43	749846	5.7
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Multiple fractures of ribs"	"S22.4"	18	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Traumatic pneumothorax"	"S27.0"	10	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of thorax"	"S29.9"	23	749846	3.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of lumbar vertebra"	"S32.0"	28	749846	3.7
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of other and unspecified parts of lumbar spine and pelvis"	"S32.8"	71	749846	9.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Injury of kidney"	"S37.0"	87	749846	11.6
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of shaft of humerus"	"S42.3"	34	749846	4.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of neck of femur"	"S72.0"	458	749846	61.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Pertrochanteric fracture"	"S72.1"	27	749846	3.6
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of femur, part unspecified"	"S72.9"	161	749846	21.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of hip and thigh"	"S79.9"	40	749846	5.3
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fractures involving multiple regions of both lower limbs"	"T02.5"	11	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified multiple injuries"	"T07"	75	749846	10.0
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of spine, level unspecified"	"T08"	46	749846	6.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of trunk, level unspecified"	"T09.9"	38	749846	5.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Unspecified injury of lower limb, level unspecified"	"T13.9"	11	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Open wound of unspecified body region"	"T14.1"	73	749846	9.7
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Fracture of unspecified body region"	"T14.2"	21	749846	2.8
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Injury, unspecified"	"T14.9"	259	749846	34.5
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Foreign body in other and multiple parts of respiratory tract"	"T17.8"	12	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Foreign body in respiratory tract, part unspecified"	"T17.9"	390	749846	52.0
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Burn of unspecified body region, unspecified degree"	"T30.0"	16	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Other opioids"	"T40.2"	11	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	17	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Hypothermia"	"T68"	23	749846	3.1
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Asphyxiation"	"T71"	25	749846	3.3
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Drowning and nonfatal submersion"	"T75.1"	19	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Allergy, unspecified"	"T78.4"	10	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Traumatic shock"	"T79.4"	10	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Infection following a procedure, not elsewhere classified"	"T81.4"	12	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Other complications of procedures, not elsewhere classified"	"T81.8"	17	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts"	"T82.7"	12	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Other complications of cardiac and vascular prosthetic devices, implants and grafts"	"T82.8"	40	749846	5.3
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Sequelae of intracranial injury"	"T90.5"	16	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Sequelae of unspecified injury of head"	"T90.9"	12	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Sequelae of fracture of femur"	"T93.1"	16	749846	Unreliable
	"California"	"06"	"2019"	"2019"	"85+ years"	"85+"	"Sequelae of injuries, not specified by body region"	"T94.1"	17	749846	Unreliable
	"Colorado"	"08"	"2019"	"2019"	"< 1 year"	"1"	"Asphyxiation"	"T71"	33	64561	51.1
